Notetype,NoteTemplate,counts
Admit Note,Well Child 1 month visit 2019,5
Admit Note,SCHD STD Encounter - Form 2808,5
H&P Note,'23 SHC New Pt - Knee w/ Exm,5
Hepatitis C,HCV - Lab Review Visit,5
Surgery Note,CP - Progress Note,5
CH Well Child Check,CCHD CH WCC Part 2,5
FP History ,FP Male,5
TB Notes,DEV TB Observed Therapy TZ SJ,5
VLab Report ,Rgt Upper Extre Venous Duplex ,5
Progress Note,EHC Physcal Examination Report,5
MH Intake,Behavioral Health Note,5
Progress Note,Prenatal Vitamins Pick Up,5
H&P Note,COVID Mass Immunization Note,5
Primary Care,LPC-Glucometer Teaching-LCHD,5
Progress Note,ELEVATED BLOOD LEAD,5
Admit Note,Well child 5year Visit 2019,5
Admit Note,Head Lice-DSS Case Visit,5
VLab Report ,WBI with Digits ,5
Well Baby,Well Baby 1 Month Exam,5
General Note,CNM Counseling Note,5
TB Epidemiology Record,TB DHHS 2810,5
Physical Medicine & Rehab,Late Cancelation SK,5
BCCCP Note,Phone Encounter,5
Admit Note,FP MALE FLOW 2814M-NEW,5
Admit Note,FLU Vaccination Note,5
Progress Note,17P Makena Visit,5
Progress Note,ID Lab,5
Progress Note,HV for Postnatal Assessment,5
Progress Note,Injection note,4
Well Baby,Well Baby 18 Month Exam,4
Progress Note,Gaffney Medical Patient,4
Progress Note,DCHD - Employee Wellness Physi,4
Progress Note,FP reproductive health Male,4
Progress Note,Hope Note Example,4
Progress Note,IMM 2 Year Cohort,4
Admit Note,Treatment Plan,4
Progress Note,TB Epi Record Combined MCHD,4
Progress Note,Well Child 11-14 yr Visit 2019,4
MD Progress,No Show SK,4
Speech Assessment,Cognition RBANS,4
Admit Note,ZZZPNR-Nurse,4
Progress Note,Wrist Pain,4
Progress Note,STI Encounter Form,4
Well Baby,Well Baby 9 Month Exam,4
Progress Note,CP - HandP,4
Progress Note,Shingles,4
WiseWoman,WW F/U LSP/HC DHHS 4050B- LCHD,4
Phone Encounter,Follow-up Note,4
Progress Note,RM - Progress Note,4
Progress Note,CH-School entry assessment,4
Admit Note,COVID Administration Note,4
Well Child Check,CH Physical 9 Months Old,4
Progress Note,BF - Well Child 4 Month NEW,4
Progress Note,zzzMale Self-History Form,4
Admit Note,JCBH- Initial Visit,4
Progress Note,PAP ONLY,4
Progress Note,Post Partum Follow Up Visit,4
Nurse Progress Note,PCM Postnatal Assessment,4
BH Note,DEV BH Initial Evaluation JO,4
Progress Note,test OB LAbs,4
Progress Note,Conjunctivitis,4
Progress Note,Pharmacy Note,4
TB Notes,TB Skin Test,4
Phone Encounter,Case Mgmt Sample,4
Admit Note,Well Child 2 1/2 Yr Visit 2019,4
Admit Note,CCHD FP Problem Visit,4
Admit Note,Well Child 3 Year Visit 2019,4
Admit Note,Humana Practitioner Assessment,4
Admit Note,ZChild 1stwk Vs 3-5days 2019,4
Progress Note,WW Health Coaching Note 2018,4
Progress Note,Sickle Cell,4
MD Progress,Discharge Dr. K,4
Progress Note,CD - Outreach Bloodwork,4
Progress Note,zzGen Lab Results,4
Combination Services,STD Encounter - Form 2808,4
Progress Note,CH Repeat Vision/Hearing,4
Progress Note,zzSexually Transmitted Dis,4
Admit Note,HIV and Hepatitis C Testing,4
Phone Encounter,-,4
Progress Note,Hernia,4
Progress Note,MH- Provider Maternal Flow,4
MH RTC New Client,zzzz ACOG RECORD,4
Progress Note,DEV HIV/CBT TZ,4
Progress Note,Urine Drug Screen,4
Admit Note,STD Treatment ONLY form,4
TB Notes,DEV TB RN Care Note,4
Procedure,FC Caudal Epidural,4
Psychology,No Show SS,4
Progress Note,BF- Well Child 4 yrs,4
H&P Note,New Patient,4
Progress Note,TytoCare CH Follow Up Note,4
Progress Note,Travel Exam,4
Progress Note,DEV HIV/STI Testing TZ,4
Progress Note,MH - Incision Check,4
Progress Note,Wellnes Program Follow Up,4
MH Intake,zzzz ACOG RECORD,4
Progress Note,"MNT, Adult, Initial-pchd",4
Progress Note,FC LROOT Right L4 and S1,4
Admit Note,CD - STD Test Results -HBsAb,4
Progress Note,DEV FP Annual TZ,4
Admit Note,SCHD WiseWoman Follow-up,4
Progress Note,BF - Well Child 2 Year NEW,4
Progress Note,Maternal Health New Admission,4
Discharge,DISCHARGE SUMMARY Female Dr. C,4
Progress Note,TB Skin Test Read,4
Admit Note,ZZZZNew PN 2021,4
Progress Note,Well Women Exam NCHD,4
FP History ,ZFP Female Self HX-Flow NCHD,4
Progress Note,HCV Bridge Counseling Session,4
Progress Note,BP Check,4
Progress Note,Lead Pregnancy Risk Q's,4
Provider Progress Note,DEV FP IUD Insertion Note TZ,4
Admit Note,ZZZZSCHD PN Return 2021,4
TB Follow Up,TB EPI RECORD FOLLOW-UP,4
Progress Note,WCC 7 Years-BF,4
Admit Note,BF Problem Visit ,4
Progress Note,ZZZSCHD TB Skin Test ,3
Progress Note,Stye,3
Procedure Note,TB - LTBI Order,3
Progress Note,MH Education,3
Progress Note,FP-PP Edinburgh,3
Progress Note,Suture Removal  PS and Las,3
Progress Note,Positive Preg Test Note - WCHD,3
PT eval,Phone Encounter,3
Admit Note,BF - WCC 9-10 yr visit,3
Admit Note,Well Child 9 yr visit 2019,3
Progress Note,MH History,3
Procedure,Jessica Left SIJ- meds,3
Progress Note,Pediatric Nutrition Flowsheet,3
Progress Note,Therapy Established Patient,3
Progress Note,FP Female Self HX-Flow Sheet,3
Admit Note,Well Child 8 yr visit 2019,3
Progress Note,Immunization-COVID19,3
Progress Note,Pharmacy Testing Note,3
Progress Note,Lab Results Call,3
Procedure,Jessica Right Shoulder- Meds,3
H&P Note,Harry - NP,3
Admit Note,Employee VS for Crescent,3
Admission Note,FP Nexplanon - IUD Check,3
Progress Note,FP-Method Visit-Return,3
Admit Note,ZZ BCCCP 2018 Cerv Screening,3
Nurse Progress Note,PCM NB Assessment,3
Progress Note,Snoring,3
FP History ,ZZZSCHD FP Female Self HX Form,3
Progress Note,SCHD MNT,3
Admit Note,HUMANA ADULT SCREEN,3
Admit Note,Disclosure Record,3
Progress Note,Well Child 15-17yr Visit 2019,3
Progress Note,Hematuria,3
Admit Note,Prenatal MNT,3
Admit Note,Pregnancy Test Note,3
Admit Note,BF - WCC 1wk Vst 3-5days,3
Nurse Progress Note,General Nurse Note,3
BCCCP Follow Up,Phone Encounter,3
Progress Note,FP - Initial/ Annual,3
Progress Note,BF - Well Child 11-14 years,3
Progress Note,REPAP-BCCCP,3
Progress Note,Annual Wellness Visit,3
Admit Note,Phone Encounter NCHD,3
Progress Note,BF - Well Child 4mos,3
Phone Encounter,Prescription Refill,3
Progress Note,Head Lice/Nit Note,3
Admin Note,Head Lice-DSS Case Visit,3
Progress Note,EHC Respirator Users,3
Progress Note,FP-Family Planning Diab Screen,3
Progress Note,STI Screening Visit,3
Progress Note,Est Pt-Ex/Evl w/ Trmt,3
Progress Note,zzHigh Risk SW Assessment ,3
Procedure,Jessica Right Knee-Meds,3
FP Hx,Phone Encounter,3
TB Follow Up,TB SKIN TEST READING,3
Progress Note,IM Adult Atchi,3
Allergy Shot,CCHD Allergy Immunotherapy Log,3
Admit Note,CC-BLANK STARTER NOTE,3
Progress Note,EHC Employee Respirator Eval,3
Phone Encounter,MedSouth,3
Admit Note,Child 1stwk Visit 3-5days 2019,3
FP History ,FP 4060F - Female New Note,3
Progress Note,HIV and Hepatitis C Testing,3
Admit Note,SCHD WiseWoman Visit,3
Encounter Note,LCHD 11-14yr BF Well Child,3
Progress Note,zzzz ACOG RECORD,3
Progress Note,GDM Postpartum Testing,3
Encounter Note,LCHD 15-17yr BF Well Child,3
Admin Note,CD Encounter -HCDPH,3
Consultation Report,-,3
Phone Encounter,BCCCP-Breast Screening Data 23,3
Combination Services,Pregnancy Test RPM,3
Progress Note,FP Male Problem Visit,3
Progress Note,zzzFP Female Flow 2814F,3
Progress Note,ARHS SU Training 2018,3
Combination Services,FP Follow-Up RPM,3
Progress Note,SCHD BF Well Child 12 Months,3
Off-Service Note,apc,3
Child Health,Dental Varnish,3
Phone Encounter,Brad f/u female,3
Employee Vitals for Crescent Rebate,Employee VS for Crescent,3
Progress Note,New Maternity Intake - RN Only,3
Progress Note,GYN Nurses Check,3
Progress Note,Lab/Procedure Only- LCHD,3
Admit Note,TB - PPD skin test only,3
Diagnostic Test,Walk Test 6 M Walk,3
H&P Note,FP - IUD Removal,3
Admit Note,TB Skin Test Reading,3
Admit Note,DEV TB Results Follow Up,3
Progress Note,TB Screening - Shortage,3
Discharge,DISCHARGE SUMMARY Male Dr. C,3
Admit Note,Flu,3
H&P Note,nc New Patient,3
TB,TB DOT,3
Progress Note,DCHD FP IUD/IMPLANT,3
E M Visit Established Patient,'23 SHC Comb'd Proc Trmt,3
Progress Note,Mammogram Follow-Up,3
Nurse Admin ,Phone Encounter,3
Progress Note,BCCCP Telephone Intake,3
Admit Note,CCHD FP-Pregnancy Test 4140,3
Phone Encounter,CC - Phone Note,3
Progress Note,CC-OMH Return Visit,3
Progress Note,Test ACOG Note,3
VLab Report ,Left Upper Extem Venous Duplex,3
Phone Encounter,Case Management - phone,3
Psychology,Late Cancelation DA,3
TB Epidemiology Record,TB Nurse Note,3
Preoperative Clearance Form,BCCCP-Breast Screening Data,3
TB Screening Questionnaire,PPD Shortage Screening,3
CH Visit ,Home Visit - Child Health ,3
Progress Note,FP Male Physical Exam,3
PHQ,PHQ-9,3
Admit Note,Well Child 4 year Visit 2019,3
Progress Note,Allergy Testing,3
Progress Note,Family Planning Postpartum F/U,3
Progress Note,MH Pregnancy Home Risk - HC,3
FP History ,FP 4060M - Male Health Hx NCHD,3
General Note,Telephone Triage,3
Speech Assessment,FEES,3
BCCCP Note,Phone Encounter2,3
Admit Note,Well Child 2 Year Visit 2019,3
Progress Note,Depression New Diagnosis,3
H&P Note,'23 SHC Comb'd Proc Trmt,3
Home Visit,Home Visit - Newborn,3
H&P Note,IUD Removal,3
Progress Note,MH-New Maternity-GVPH,3
Progress Note,BH - COUNSELOR Return,3
Well Baby,Well Baby 2 Week Exam,3
Progress Note,TB Epi Record Pt1 NCHD,3
Off-Service Note,Lab Only,3
Child Health,CH-BF Well Child 18 Mths- LCHD,3
TB Flow Sheet,TB Monitoring Flow Sheet- LCHD,3
Progress Note,MH-Incision Check,3
Provider Progress Note,TB Provider Exam,3
Progress Note,CCHD Record of TB Screening,3
Progress Note,BF - Well Child 3 to 5 Days,3
Progress Note,justin Test,2
Admit Note,ZZPregnancy Test,2
Procedure,Jessica Right SIJ- no meds,2
Admit Note,a CPC Return Patient Note,2
CH Sick Exam,BF Problem Visit,2
Progress Note,Zz IUD Check,2
Progress Note,ZZZZZZZZNew Maternity,2
Admit Note,POSSE ,2
Progress Note,WIC Assessment,2
Admit Note,OS - TST Read,2
Progress Note,Asthma Exacerbation,2
Progress Note,BC STD Encounter - Form 2808,2
Admit Note,Nephrology Clinic Note,2
Admit Note,Meridian Intake,2
Progress Note,BCCCP General Note,2
Progress Note,BF-Well Child 2 MonthRPM,2
Progress Note,BF - Well Child 1 Month NEW,2
Progress Note,BF-Well Child 1 Month RPM,2
Admit Note,MH Sick Note,2
Progress Note,BF - Well Child 2 Month NEW,2
Progress Note,Women's Health Physical Exam,2
Admit Note,Kindergarten Physical,2
Admit Note,Jills PT Draft,2
Progress Note,Z-FP Male Flow 2814M,2
Progress Note,ZBCCCP-Cervical Screen Data,2
Progress Note,BF Well Child 2.5 year,2
Admit Note,Intake 2,2
Admit Note,IUD Removal RPM,2
Admit Note,FP Female Flow 2814F NCHD,2
Admit Note,GCHD Test ,2
Progress Note,WCC 9 Years-BF,2
Progress Note,WCC 12 Months- BF,2
Progress Note,WASH - Weight Check,2
Admit Note,VFC Screening Questionnaire,2
Procedure Note,Progress Note,2
Admit Note,CP Patient Visit,2
Procedure Note,TB Medications,2
Progress Note,TB Clinician Treatment,2
Progress Note,CD Lab Follow Up - HCDPH,2
Progress Note,CCHD PN Established,2
Progress Note,TB FINAL ASSESSMENT-ADULT,2
Progress Note,ZZZ New Maternity,2
Progress Note,Breast Pain,2
Progress Note,ZZZ Lab Results,2
Admit Note,Test,2
Admit Note,Contact Note Response,2
Progress Note,TB SKIN TEST READING,2
Admit Note,TB - PPD reading,2
Admit Note,STD Treatment Encounter,2
Admit Note,SCHD BBP Exposure Note,2
Progress Note,ZZFP-Pregnancy Test 4140,2
Progress Note,Adult Health Screening,2
Progress Note,Test of Cure,2
Progress Note,Thrush,2
Well Child Check,CH Physical 6 Months Old,2
Progress Note,Tremor,2
Progress Note,CH-Repeat Vision/Hearing,2
test,Connor ROS/PE Test,2
Progress Note,Diabetes 1,2
Progress Note,DEV BCCCP Follow-Up TZ,2
Progress Note,DEV BCCCP Pt Navigation Only,2
Provider Progress Note,DEV FP EC Visit tz,2
Progress Note,Maternal Health History,2
TB Follow Up,TB EPI RECORD,2
H&P Note,OFFICE VISIT NEW PT su,2
TB Notes,DEV TB Risk Assessment TZ,2
Encounter Note,LCHD 3yr BF Well Child,2
Progress Note,MNT note-Adult,2
Encounter Note,LCHD 5yr BF Well Child,2
Encounter Note,LCHD 6yr BF Well Child,2
Encounter Note,LCHD 7-8yr BF Well Child,2
Progress Note,DEV Pharmacy Note TZ,2
Progress Note,DEV TB Observed Therapy TZ SJ,2
Progress Note,DEV TB Skin Test tz,2
Encounter Note,LCHD BCCCP Annual/Initial,2
Encounter Note,LCHD FP IUD/Implant,2
Provider Progress Note,PrEP Provider Visit,2
Progress Note,Gyn Abdominal Pain,2
Progress Note,DEV BCCCP Cert. In Office TZ,2
FP History ,FP - Female Self Hx - WCHD,2
Progress Note,FP IUD INSERTION,2
Consultation Report,CP - Progress Note,2
Progress Note,Neck Mass,2
Admit Note,Adult Health Visit,2
Progress Note,NCR,2
Progress Note,"FC RF C3/4,4/5,5/6 B",2
Progress Note,Myalgia,2
Progress Note,Monoclonal Antibody,2
Progress Note,"zzzzzzMNT, Adult, follow-up",2
Consultation Report,a CPC New Patient,2
Progress Note,FP IUD Removal,2
Consultation Report,a CPC Return Patient Note,2
Progress Note,Mens Health FP Annual,2
Phone Encounter,Adult Health,2
Progress Note,Groin Pain,2
Diabetic Education,Diabetic Education - Post Labs,2
Phone Encounter,APC - Sick/Physical Visit Note,2
Diagnostic Test,Stress Echocardiogram,2
Speech Assessment,Motor Speech Evaluation,2
Progress Note,MH- Home Visit - Newborn,2
Consultation Report,CC - Progress Note,2
Progress Note,EPDS NCHD,2
Nurses Note,Adult Sick/Physical Visit NCHD,2
Progress Note,Ingrown Toenail,2
H&P Note,-Knee Brace Proof of Delivery,2
TB Template,Phone Encounter,2
Risk Assessment,ADPH FP Risk Assessment Tool,2
Family Planning,Sarah Test Template,2
TB Progress Note,TB Skin Test,2
Admit Note,BF- Well Child 7-8yrs,2
Admit Note,BF - WCC 3 year Visit,2
Family Planning Annual Visit,FP-Male Annual Visit-LCHD,2
General Note,Phone Encounter,2
Progress Note,FC SI INJECTION B,2
Progress Note,Jessica- pill count,2
H&P Note,'23 SHC H-P New Pt Cons-Eval,2
Nurses Note,Phone Encounter NCHD,2
Admit Note,BF - WCC 2 month visit,2
Progress Note,Kidney Stones,2
STD Note,Phone Encounter,2
Progress Note,EPDS,2
Speech Assessment,CSE and Motor Speech,2
Progress Note,MCR Annual Wellness Visit,2
Speech Assessment,CSE HNC,2
Admit Note,BF - WCC 12 month visit,2
Progress Note,MH Maternal Health History,2
Nurse Progress Note,DEV PCM Post Natal Assess TZ,2
Telehealth,Nutritional Counseling MNT,2
Telehealth,Hospital Follow Up,2
H&P Note,FP - IUD Insertion,2
Progress Note,MH - MNT,2
Psychology Assessment,Psych- Feedback Note,2
Nurse Progress Note,FP Emergency Contraception,2
H&P Note,Emergency Contraception,2
Progress Note,Immigration Exam,2
Progress Note,MH  MNT,2
SW Note,HB Postpartum Assessment,2
H&P Note,Annual Wellness Visit,2
SW Note,HB Discharge Record,2
Psychology Assessment,Psych-Contact Note,2
TB Follow Up,MEDICATION ENCOUNTER,2
Progress Note,KR Test,2
Insulin Pick Up,General Nurse Note,2
Letter,Blank Letterhead,2
Progress Note,zzMH History Pt A/B - HC,2
Progress Note,Red Mountain Office Visit,2
BF 15 Month Visit,BF - 15 Month Visit - Clay,2
Admit Note,CD - Blank,2
TB Epi,TB Epidemiological- Provider,2
BH Office Visit,BH Suicide Risk,2
MH FLOW,Phone Encounter,2
Progress Note,zzMat-HR Social Work Assess,2
MH Intake,MESH FQHC,2
Primary Care,Phone Encounter,2
Admit Note,BF - WCC 7 year Visit,2
BCCCP,Primary Care Visit,2
Progress Note,Phone Triage GVPH,2
Admit Note,CD - TB Screening,2
MH Intake,ACOG RECORD,2
Intake Note,Intake Note,2
Progress Note,Pregnancy Diagnosis,2
Progress Note,zzLabor and Delivery,2
BH Note,BH Initial Evaluation,2
Progress Note,"zzAdult Wellness Hx, ROS",2
VLab Report ,Rgt Uppr Extre Arterial Duplex,2
BF NOTE,CH - Bright Future Form Visit,2
Progress Note,zzCH -Child Health Questionnai,2
Admit Note,CCHD PP Gestational Diabetes,2
Phone Encounter,ZZ-Brief Note - CoCM,2
Progress Note,Prostatitis,2
Progress Note,Psych Assessment,2
Phone Encounter,Prescription,2
Progress Note,zzGen Lab Only,2
Progress Note,RCPH FP Male Limited Visit,2
L & D Note,MH - 5 Labor and Delivery Note,2
Progress Note,Phone Encounter Dr.Hamad,2
Progress Note,RCPH Pregnancy Checklist,2
Progress Note,zzNew Maternity Intake RN Only,2
Progress Note,Cellulitis,2
Adult Health,CC-OMH Return Visit,2
Child Health,CH-BF Well Child 12 Months,2
H&P Note,z Test template,2
Progress Note,Orthopedic - Flow Sheet,2
Progress Note,GC - Lab Only,2
Child Health,CH-BF Well Child 2 Month,2
Progress Note,OBCM Note,2
Procedure,Jessica Right Knee- No Meds,2
H&P Note,Tobacco Cessation Assessment,2
H&P Note,Tett1,2
Progress Note,z-FP Female Self Hx - 4060F,2
VLab Report ,CVS Office Note,2
Combination Services,Phone Encounter,2
Progress Note,Covid Screening,2
Admit Note,BF - WCC 4 year Visit,2
Progress Note,zzz-TB Epi F/U Pt2,2
Procedure,Jessica Left knee- meds,2
CH History,CH History Update,2
TB Epidemiology Record,TB Epidemiological Record Pt2,2
Progress Note,zzNexplanon Removal,2
Progress Note,zzSR WIC,2
Progress Note,FP Male Treatment Visit,2
Procedure,Jessica Bilat Knee - No Meds,2
Procedure,Jessica Left Shoulder- meds,2
Behavior Health,Psych-Contact Note,2
Progress Note,FP Male Physical Form,2
Progress Note,Palpitations,2
Behavioral Health Services Screen,CCHD Behav. Health Serv. Scree,2
Admit Note,BF - WCC 9 month visit,2
STD Note,CD Visit-Testing and Screening,1
Admit Note,DOT Exam,1
TB Epidemiology Record,TB Client Search,1
test,Annual Visit,1
STD Note,STI Testing Form TEST,1
TB Epidemiology Record,DEV TB Risk Assessment TZ,1
Admit Note,EHC Statement to Employee,1
TB Notes,TB Inbound Call,1
Admit Note,FP-EC Nurse Treatment Only,1
SW Note,HB Pregnant Service Log,1
TB,Drop In,1
Surgical Note,Phone Encounter Dr.Malik,1
TB,TB Epi F/U Pt2,1
TB,TB Epidemiological- Nurse,1
TB,TB Epidemiological- Provider,1
Surgery Note,Surgery - Hernia,1
TB,TB Monitoring Flow Sheet- LCHD,1
TB Epidemiology Record,TB Monthly LTBI Med Pickups,1
Admit Note,BF - WCC 8 yr visit,1
Surgery Note,CP - HandP,1
TB Epi,TB Drug Record,1
mat,MH New OB Interview RPM,1
Speech Language Therapy,Misc Note,1
Speech Assessment,SOAP,1
TB Notes,TB Client Search,1
TB Notes,TB Epidemiological Record,1
Speech Assessment,Language / Motor Speech Eval,1
Womens Health Exam,CCHD Women's Health Exam,1
Speech Assessment,Cognition ABCD2,1
Admit Note,BF - WCC 6 Year Visit,1
Admit Note,Deposition Billing,1
Admit Note,BF - WCC 6 Month Visit,1
School Physical Exam,FP 4060M - Male Health Hx,1
Admit Note,EHC Physcal Examination Report,1
Progress Note,test Note,1
Admit Note,DEV Refugee Visit,1
SSP,JCH Provider Note,1
Admit Note,CPC OUD New patient note,1
Progress Note,zzWIC KW,1
Progress Note,ZZZ WIC Assessment,1
Progress Note,zzkw maternity note,1
Progress Note,zzz FP 4060F -  Health Hx BCHD,1
Admit Note,ACUTE CARE VISIT.HCDPH,1
Admit Note,AFP Only,1
Progress Note,zzzCCNC SP,1
Admit Note,CCHD PN Nurse Intake and US,1
Admit Note,CCHD Hepatitis C Initial Visit,1
VLab Report ,Carotid Duplex Demo,1
Admit Note,CCHD FP MALE ANNUAL/NEW,1
Admit Note,ASA Patient Progress Note,1
Progress Note,zzzMH-Provider Maternal Flow,1
Progress Note,zzzNew Maternity Update,1
Progress Note,zzzzzBF-Well Child 11-14yrs,1
Progress Note,zzzzzFP Annual / PP Visit,1
Progress Note,ZZZ-PC-Well Women Exam,1
Progress Note,zzMH-Prenatal MNT,1
Admission Note,FP IUD Removal,1
Progress Note,zzAdult Care Clinic,1
Admit Note,CO - C-19 Pfz Vaccine-2ND DOSE,1
Admit Note,CH Bright Future 9 Month Visit,1
Admit Note,CH -Child Health Questionnaire,1
Progress Note,zBCCCP-Cervical Screen Data,1
Progress Note,zNexplanon Insertion,1
Admit Note,CD - STD Test Results,1
Progress Note,zz-Positive Pregnancy ,1
Progress Note,a CPC New Patient,1
Progress Note,zzMH-Moderate High Risk Referr,1
VLab Report ,Splenic,1
Progress Note,ZZZZ TB Epi Record,1
Progress Note,zzMH Education - HC,1
Progress Note,zzMH Lead Risk Q's- HC,1
Admin Note,Lab Only,1
Progress Note,ZZZFP Female Flow 2814F,1
Admit Note,CP Vaccine Home Visit Draft,1
Progress Note,zzzzzzBF-Well Child 18 Months,1
Progress Note,ZZZ CH - Initial Health Quest.,1
Admin Note,BH Phone Note,1
Progress Note,ZPositive Pregnancy Test Note,1
Admit Note,Blood Lead Note,1
Progress Note,ZSexually Transmitted Diseases,1
TB questionaire,TB Screening Form ,1
Admit Note,Chris Note Test ,1
Admit Note,BF - WCC 15-17yr Visit,1
Progress Note,ZSCHD Home Visit - Postnatal,1
Progress Note,ZSCHD Home Visit - Newborn,1
Progress Note,ZMaternal Initial Physical Exa,1
Psychology,PPN Dr. Schara,1
Admit Note,BF - WCC 18 month visit,1
ReEvaluation,'23 SHC Neuro Re-Eval - Trmts,1
Progress Note,ZMNT,1
TB Template,TB Skin Test,1
TB Skin Test,Imm-TST,1
Admit Note,Custom Form Data Check,1
Admit Note,DEV MCPH Note Template Style,1
Telehealth,Covid 19,1
Admit Note,BF - WCC 15 month visit,1
Well Child Check,CH Physical 18 Months Old,1
Unable to reach,Phone Encounter,1
Well Child Check,CH Physical 2 Months Old,1
Provider Progress Note,DEV BCCCP Provider Visit TZ,1
Provider Progress Note,DEV FP Provider Female Annual,1
Progress Note,ZZZ - FP-IUD Check,1
Provider Progress Note,DEV IUD Removal TZ,1
Admit Note,BCCCP Patient Navigation CNACP,1
Unable to reach,Test,1
Admit Note,BF - WCC 1 month visit,1
Progress Note,ZZ-Carrboro Family Medicine,1
Progress Note,ZZModerate High Risk Referral,1
Progress Note,wolfe,1
Well Child Check,CH Physical 4 Months Old,1
Admit Note,BF - WCC 11-14yr Visit,1
Progress Note,ZZInfluenza Vaccine Form GHA,1
Psychology,No Show BP,1
Progress Note,ZZ-FP Female Flow 2814F,1
Admit Note,BF - WCC 4 month Visit,1
Progress Note,BF 3 YO Visit,1
Admit Note,Gestational Diabetes Note,1
Progress Note,FP FAMILY PLANNING PROBLEM,1
Maternity Visit,zMH- Flow Sheet,1
Maternity Visit,APC - Sick Visit Note,1
Maternal Health Education,Maternal Health Education,1
Maternal,Nurses Note,1
MH RTC Return Client,ZZZZZZZZNew Maternity,1
MH RTC Return Client,ZZZMaternal Return Note,1
MH RTC New Client,New Maternity Intake - RN Only,1
MH Note,Phone Encounter,1
MH Note,Medical Nutrition Therapy,1
MH Note,Lab Visit,1
MH Intake,zACOG- New Maternity,1
MH Intake,Progress Note,1
Progress Note,FP Male Flow 2020 MCHD,1
MH Intake,OLD ACOG Maternity,1
MH Intake,New  ACOG MH 2023,1
MH Intake,ACOG Maternity-KC,1
MH  Education,z-MH Maternal Health Education,1
Progress Note,FP Removal/Reinsert,1
Progress Note,FP Reproductive Health Male,1
Medical,EMG Eval,1
Progress Note,FP Eval - Telemedicine,1
MD Progress,Chart Note Dr. K,1
Method Visit,AH Primary Care Visit,1
Off-Service Note,CC4C Note,1
OT Eval,Phone Encounter,1
OB Lsb Results,Phone Encounter,1
OB Lsb Results,Lab Results,1
Progress Note,Edinburgh,1
Nutritional Note,MH Nutrional Plan NCHD,1
Progress Note,FAVILA,1
Progress Note,FC LROOT Left L4 and S1,1
Progress Note,FC SI INJECTION R,1
Progress Note,FC Stellate Ganglion,1
Progress Note,FC Trigger Point Inject,1
Progress Note,FC ischial.bursa.right.,1
Nurse Progress Note,FP Pregnancy Test,1
Nurse Progress Note,DEV TB Risk Assessment TZ,1
Nurse Progress Note,DEV PCM NB Assess TZ,1
Nurse Progress Note,DEV FP EC Visit tz,1
Nurse Admin ,CO - C-19 Mod Vaccine Bivalent,1
Progress Note,FP 4060F - Female HX CHS,1
Nerve Conduction Study,Consultation Note 1,1
Progress Note,FP Revisit,1
Lab Results,Phone Encounter,1
Admit Note,Hepatitis Medical Information,1
H&P Note,PrEP Initial,1
H&P Note,Podiatry Note,1
H&P Note,Podiatry ,1
Progress Note,HIV ST Post Test Counselling,1
Progress Note,HV for Newborn Assessment,1
Progress Note,HWC - Blank Note,1
H&P Note,Neurological Exam1,1
H&P Note,Medical Clearance Note,1
H&P Note,Male Self-History Form,1
H&P Note,MH FETAL NON-STRESS TEST,1
H&P Note,MCM 003 Intake Exam v14.2,1
Progress Note,Hepatitis Encounter,1
Progress Note,HoCo Colorectal Cancer Screen,1
Progress Note,HoCo Core Demographic,1
Progress Note,Home Visit - Newborn NCHD,1
Progress Note,Home Visit - Postnatal NCHD,1
H&P Note,Initial Devi,1
H&P Note,Immunization Order,1
Progress Note,ID Clinic Initial Visit,1
H&P Note,H-P New Pt Cons-Eval,1
Progress Note,Group PLC Tx,1
Progress Note,Generalized Anxiety Disorder 7,1
Lab Only,Test Results- LCHD,1
H&P Note,Sore Throat - R,1
Lab Note,Lab Only,1
Interval Psycosocial Screening & Results,Maternal Hx Pt. C-2,1
Intake Note,Intake 2,1
Insulin Pick Up,Phone Encounter,1
Progress Note,FP-Male Flow Sheet,1
Progress Note,FP-Male PE Sheet,1
Insert Text,CP - Procedure Note,1
Insert Text,CP - HandP,1
Injection Note,SCHD Medication Encounter,1
Injection Note,Injection note,1
Injection Note,Immunization Note,1
Injection Note,Follow Up,1
Progress Note,Flu Vaccine Note,1
Initial Evaluation,PT eval Mike,1
Initial Diagnosis,SOAP,1
Progress Note,GC - Lab Results,1
Progress Note,Gastroenteritis,1
H&P Note,TB Epidemiological Record,1
H&P Note,Surgery Pre-Op History and Physical,1
Progress Note,EHE PrEP Follow-Up,1
Off-Service Note,COVIDResult,1
Off-Service Note,CVS MD Note,1
Progress Note,Barton STD Treatment Record,1
Progress Note,Behavioral Health Note,1
Progress Note,AFP Only,1
Progress Note,Breast Lump,1
Progress Note,ADMIN NOTE,1
Progress Note,CC4C Note,1
Progress Note,ACOG- New Maternity,1
Progress Note,ACOG RECORD,1
Progress Note,5 P's of Substance Abuse Sp.,1
Progress Note,CD-HIV Report,1
Procedure Note,Immunization Note,1
Procedure Note,FP IUD Procedure,1
Progress Note,CH Problem Combo Visit,1
Procedure,Kim CESI,1
Procedure,Jessica TPI- No meds,1
Prenatal Care Plan,Phone Encounter,1
Prenatal Care Plan,COVID Results,1
PrEP,PrEP Follow-up Visit,1
Physical Therapy,PT Progress Note,1
