Notetype,NoteTemplate,counts,Percentage,Cumulative Percentage,
Progress Note,STI Screening Visit,3,0.000155319,99.94025403,
Progress Note,Est Pt-Ex/Evl w/ Trmt,3,0.000155319,99.94040935,
Progress Note,zzHigh Risk SW Assessment ,3,0.000155319,99.94056467,
Procedure,Jessica Right Knee-Meds,3,0.000155319,99.94071999,
FP Hx,Phone Encounter,3,0.000155319,99.9408753,
TB Follow Up,TB SKIN TEST READING,3,0.000155319,99.94103062,
Progress Note,IM Adult Atchi,3,0.000155319,99.94118594,
Allergy Shot,CCHD Allergy Immunotherapy Log,3,0.000155319,99.94134126,
Admit Note,CC-BLANK STARTER NOTE,3,0.000155319,99.94149658,
Progress Note,EHC Employee Respirator Eval,3,0.000155319,99.9416519,
Phone Encounter,MedSouth,3,0.000155319,99.94180722,
Admit Note,Child 1stwk Visit 3-5days 2019,3,0.000155319,99.94196254,
FP History ,FP 4060F - Female New Note,3,0.000155319,99.94211785,
Progress Note,HIV and Hepatitis C Testing,3,0.000155319,99.94227317,
Admit Note,SCHD WiseWoman Visit,3,0.000155319,99.94242849,
Encounter Note,LCHD 11-14yr BF Well Child,3,0.000155319,99.94258381,
Progress Note,zzzz ACOG RECORD,3,0.000155319,99.94273913,
Progress Note,GDM Postpartum Testing,3,0.000155319,99.94289445,
Encounter Note,LCHD 15-17yr BF Well Child,3,0.000155319,99.94304977,
Admin Note,CD Encounter -HCDPH,3,0.000155319,99.94320509,
Consultation Report,-,3,0.000155319,99.94336041,
Phone Encounter,BCCCP-Breast Screening Data 23,3,0.000155319,99.94351572,
Combination Services,Pregnancy Test RPM,3,0.000155319,99.94367104,
Progress Note,FP Male Problem Visit,3,0.000155319,99.94382636,
Progress Note,zzzFP Female Flow 2814F,3,0.000155319,99.94398168,
Progress Note,ARHS SU Training 2018,3,0.000155319,99.944137,
Combination Services,FP Follow-Up RPM,3,0.000155319,99.94429232,
Progress Note,SCHD BF Well Child 12 Months,3,0.000155319,99.94444764,
Off-Service Note,apc,3,0.000155319,99.94460296,
Child Health,Dental Varnish,3,0.000155319,99.94475827,
Phone Encounter,Brad f/u female,3,0.000155319,99.94491359,
Employee Vitals for Crescent Rebate,Employee VS for Crescent,3,0.000155319,99.94506891,
Progress Note,New Maternity Intake - RN Only,3,0.000155319,99.94522423,
Progress Note,GYN Nurses Check,3,0.000155319,99.94537955,
Progress Note,Lab/Procedure Only- LCHD,3,0.000155319,99.94553487,
Admit Note,TB - PPD skin test only,3,0.000155319,99.94569019,
Diagnostic Test,Walk Test 6 M Walk,3,0.000155319,99.94584551,
H&P Note,FP - IUD Removal,3,0.000155319,99.94600083,
Admit Note,TB Skin Test Reading,3,0.000155319,99.94615614,
Admit Note,DEV TB Results Follow Up,3,0.000155319,99.94631146,
Progress Note,TB Screening - Shortage,3,0.000155319,99.94646678,
Discharge,DISCHARGE SUMMARY Male Dr. C,3,0.000155319,99.9466221,
Admit Note,Flu,3,0.000155319,99.94677742,
H&P Note,nc New Patient,3,0.000155319,99.94693274,
TB,TB DOT,3,0.000155319,99.94708806,
Progress Note,DCHD FP IUD/IMPLANT,3,0.000155319,99.94724338,
E M Visit Established Patient,'23 SHC Comb'd Proc Trmt,3,0.000155319,99.94739869,
Progress Note,Mammogram Follow-Up,3,0.000155319,99.94755401,
Nurse Admin ,Phone Encounter,3,0.000155319,99.94770933,
Progress Note,BCCCP Telephone Intake,3,0.000155319,99.94786465,
Admit Note,CCHD FP-Pregnancy Test 4140,3,0.000155319,99.94801997,
Phone Encounter,CC - Phone Note,3,0.000155319,99.94817529,
Progress Note,CC-OMH Return Visit,3,0.000155319,99.94833061,
Progress Note,Test ACOG Note,3,0.000155319,99.94848593,
VLab Report ,Left Upper Extem Venous Duplex,3,0.000155319,99.94864125,
Phone Encounter,Case Management - phone,3,0.000155319,99.94879656,
Psychology,Late Cancelation DA,3,0.000155319,99.94895188,
TB Epidemiology Record,TB Nurse Note,3,0.000155319,99.9491072,
Preoperative Clearance Form,BCCCP-Breast Screening Data,3,0.000155319,99.94926252,
TB Screening Questionnaire,PPD Shortage Screening,3,0.000155319,99.94941784,
CH Visit ,Home Visit - Child Health ,3,0.000155319,99.94957316,
Progress Note,FP Male Physical Exam,3,0.000155319,99.94972848,
PHQ,PHQ-9,3,0.000155319,99.9498838,
Admit Note,Well Child 4 year Visit 2019,3,0.000155319,99.95003911,
Progress Note,Allergy Testing,3,0.000155319,99.95019443,
Progress Note,Family Planning Postpartum F/U,3,0.000155319,99.95034975,
Progress Note,MH Pregnancy Home Risk - HC,3,0.000155319,99.95050507,
FP History ,FP 4060M - Male Health Hx NCHD,3,0.000155319,99.95066039,
General Note,Telephone Triage,3,0.000155319,99.95081571,
Speech Assessment,FEES,3,0.000155319,99.95097103,
BCCCP Note,Phone Encounter2,3,0.000155319,99.95112635,
Admit Note,Well Child 2 Year Visit 2019,3,0.000155319,99.95128166,
Progress Note,Depression New Diagnosis,3,0.000155319,99.95143698,
H&P Note,'23 SHC Comb'd Proc Trmt,3,0.000155319,99.9515923,
Home Visit,Home Visit - Newborn,3,0.000155319,99.95174762,
H&P Note,IUD Removal,3,0.000155319,99.95190294,
Progress Note,MH-New Maternity-GVPH,3,0.000155319,99.95205826,
Progress Note,BH - COUNSELOR Return,3,0.000155319,99.95221358,
Well Baby,Well Baby 2 Week Exam,3,0.000155319,99.9523689,
Progress Note,TB Epi Record Pt1 NCHD,3,0.000155319,99.95252422,
Off-Service Note,Lab Only,3,0.000155319,99.95267953,
Child Health,CH-BF Well Child 18 Mths- LCHD,3,0.000155319,99.95283485,
TB Flow Sheet,TB Monitoring Flow Sheet- LCHD,3,0.000155319,99.95299017,
Progress Note,MH-Incision Check,3,0.000155319,99.95314549,
Provider Progress Note,TB Provider Exam,3,0.000155319,99.95330081,
Progress Note,CCHD Record of TB Screening,3,0.000155319,99.95345613,
Progress Note,BF - Well Child 3 to 5 Days,3,0.000155319,99.95361145,
Progress Note,justin Test,2,0.000103546,99.95371499,
Admit Note,ZZPregnancy Test,2,0.000103546,99.95381854,
Procedure,Jessica Right SIJ- no meds,2,0.000103546,99.95392208,
Admit Note,a CPC Return Patient Note,2,0.000103546,99.95402563,
CH Sick Exam,BF Problem Visit,2,0.000103546,99.95412918,
Progress Note,Zz IUD Check,2,0.000103546,99.95423272,
Progress Note,ZZZZZZZZNew Maternity,2,0.000103546,99.95433627,
Admit Note,POSSE ,2,0.000103546,99.95443981,
Progress Note,WIC Assessment,2,0.000103546,99.95454336,
Admit Note,OS - TST Read,2,0.000103546,99.95464691,
Progress Note,Asthma Exacerbation,2,0.000103546,99.95475045,
Progress Note,BC STD Encounter - Form 2808,2,0.000103546,99.954854,
Admit Note,Nephrology Clinic Note,2,0.000103546,99.95495754,
Admit Note,Meridian Intake,2,0.000103546,99.95506109,
Progress Note,BCCCP General Note,2,0.000103546,99.95516464,
Progress Note,BF-Well Child 2 MonthRPM,2,0.000103546,99.95526818,
Progress Note,BF - Well Child 1 Month NEW,2,0.000103546,99.95537173,
Progress Note,BF-Well Child 1 Month RPM,2,0.000103546,99.95547527,
Admit Note,MH Sick Note,2,0.000103546,99.95557882,
Progress Note,BF - Well Child 2 Month NEW,2,0.000103546,99.95568236,
Progress Note,Women's Health Physical Exam,2,0.000103546,99.95578591,
Admit Note,Kindergarten Physical,2,0.000103546,99.95588946,
Admit Note,Jills PT Draft,2,0.000103546,99.955993,
Progress Note,Z-FP Male Flow 2814M,2,0.000103546,99.95609655,
Progress Note,ZBCCCP-Cervical Screen Data,2,0.000103546,99.95620009,
Progress Note,BF Well Child 2.5 year,2,0.000103546,99.95630364,
Admit Note,Intake 2,2,0.000103546,99.95640719,
Admit Note,IUD Removal RPM,2,0.000103546,99.95651073,
Admit Note,FP Female Flow 2814F NCHD,2,0.000103546,99.95661428,
Admit Note,GCHD Test ,2,0.000103546,99.95671782,
Progress Note,WCC 9 Years-BF,2,0.000103546,99.95682137,
Progress Note,WCC 12 Months- BF,2,0.000103546,99.95692492,
Progress Note,WASH - Weight Check,2,0.000103546,99.95702846,
Admit Note,VFC Screening Questionnaire,2,0.000103546,99.95713201,
Procedure Note,Progress Note,2,0.000103546,99.95723555,
Admit Note,CP Patient Visit,2,0.000103546,99.9573391,
Procedure Note,TB Medications,2,0.000103546,99.95744264,
Progress Note,TB Clinician Treatment,2,0.000103546,99.95754619,
Progress Note,CD Lab Follow Up - HCDPH,2,0.000103546,99.95764974,
Progress Note,CCHD PN Established,2,0.000103546,99.95775328,
Progress Note,TB FINAL ASSESSMENT-ADULT,2,0.000103546,99.95785683,
Progress Note,ZZZ New Maternity,2,0.000103546,99.95796037,
Progress Note,Breast Pain,2,0.000103546,99.95806392,
Progress Note,ZZZ Lab Results,2,0.000103546,99.95816747,
Admit Note,Test,2,0.000103546,99.95827101,
Admit Note,Contact Note Response,2,0.000103546,99.95837456,
Progress Note,TB SKIN TEST READING,2,0.000103546,99.9584781,
Admit Note,TB - PPD reading,2,0.000103546,99.95858165,
Admit Note,STD Treatment Encounter,2,0.000103546,99.9586852,
Admit Note,SCHD BBP Exposure Note,2,0.000103546,99.95878874,
Progress Note,ZZFP-Pregnancy Test 4140,2,0.000103546,99.95889229,
Progress Note,Adult Health Screening,2,0.000103546,99.95899583,
Progress Note,Test of Cure,2,0.000103546,99.95909938,
Progress Note,Thrush,2,0.000103546,99.95920292,
Well Child Check,CH Physical 6 Months Old,2,0.000103546,99.95930647,
Progress Note,Tremor,2,0.000103546,99.95941002,
Progress Note,CH-Repeat Vision/Hearing,2,0.000103546,99.95951356,
test,Connor ROS/PE Test,2,0.000103546,99.95961711,
Progress Note,Diabetes 1,2,0.000103546,99.95972065,
Progress Note,DEV BCCCP Follow-Up TZ,2,0.000103546,99.9598242,
Progress Note,DEV BCCCP Pt Navigation Only,2,0.000103546,99.95992775,
Provider Progress Note,DEV FP EC Visit tz,2,0.000103546,99.96003129,
Progress Note,Maternal Health History,2,0.000103546,99.96013484,
TB Follow Up,TB EPI RECORD,2,0.000103546,99.96023838,
H&P Note,OFFICE VISIT NEW PT su,2,0.000103546,99.96034193,
TB Notes,DEV TB Risk Assessment TZ,2,0.000103546,99.96044548,
Encounter Note,LCHD 3yr BF Well Child,2,0.000103546,99.96054902,
Progress Note,MNT note-Adult,2,0.000103546,99.96065257,
Encounter Note,LCHD 5yr BF Well Child,2,0.000103546,99.96075611,
Encounter Note,LCHD 6yr BF Well Child,2,0.000103546,99.96085966,
Encounter Note,LCHD 7-8yr BF Well Child,2,0.000103546,99.9609632,
Progress Note,DEV Pharmacy Note TZ,2,0.000103546,99.96106675,
Progress Note,DEV TB Observed Therapy TZ SJ,2,0.000103546,99.9611703,
Progress Note,DEV TB Skin Test tz,2,0.000103546,99.96127384,
Encounter Note,LCHD BCCCP Annual/Initial,2,0.000103546,99.96137739,
Encounter Note,LCHD FP IUD/Implant,2,0.000103546,99.96148093,
Provider Progress Note,PrEP Provider Visit,2,0.000103546,99.96158448,
Progress Note,Gyn Abdominal Pain,2,0.000103546,99.96168803,
Progress Note,DEV BCCCP Cert. In Office TZ,2,0.000103546,99.96179157,
FP History ,FP - Female Self Hx - WCHD,2,0.000103546,99.96189512,
Progress Note,FP IUD INSERTION,2,0.000103546,99.96199866,
Consultation Report,CP - Progress Note,2,0.000103546,99.96210221,
Progress Note,Neck Mass,2,0.000103546,99.96220575,
Admit Note,Adult Health Visit,2,0.000103546,99.9623093,
Progress Note,NCR,2,0.000103546,99.96241285,
Progress Note,"FC RF C3/4,4/5,5/6 B",2,0.000103546,99.96251639,
Progress Note,Myalgia,2,0.000103546,99.96261994,
Progress Note,Monoclonal Antibody,2,0.000103546,99.96272348,
Progress Note,"zzzzzzMNT, Adult, follow-up",2,0.000103546,99.96282703,
Consultation Report,a CPC New Patient,2,0.000103546,99.96293058,
Progress Note,FP IUD Removal,2,0.000103546,99.96303412,
Consultation Report,a CPC Return Patient Note,2,0.000103546,99.96313767,
Progress Note,Mens Health FP Annual,2,0.000103546,99.96324121,
Phone Encounter,Adult Health,2,0.000103546,99.96334476,
Progress Note,Groin Pain,2,0.000103546,99.96344831,
Diabetic Education,Diabetic Education - Post Labs,2,0.000103546,99.96355185,
Phone Encounter,APC - Sick/Physical Visit Note,2,0.000103546,99.9636554,
Diagnostic Test,Stress Echocardiogram,2,0.000103546,99.96375894,
Speech Assessment,Motor Speech Evaluation,2,0.000103546,99.96386249,
Progress Note,MH- Home Visit - Newborn,2,0.000103546,99.96396603,
Consultation Report,CC - Progress Note,2,0.000103546,99.96406958,
Progress Note,EPDS NCHD,2,0.000103546,99.96417313,
Nurses Note,Adult Sick/Physical Visit NCHD,2,0.000103546,99.96427667,
Progress Note,Ingrown Toenail,2,0.000103546,99.96438022,
H&P Note,#NAME?,2,0.000103546,99.96448376,
TB Template,Phone Encounter,2,0.000103546,99.96458731,
Risk Assessment,ADPH FP Risk Assessment Tool,2,0.000103546,99.96469086,
Family Planning,Sarah Test Template,2,0.000103546,99.9647944,
TB Progress Note,TB Skin Test,2,0.000103546,99.96489795,
Admit Note,BF- Well Child 7-8yrs,2,0.000103546,99.96500149,
Admit Note,BF - WCC 3 year Visit,2,0.000103546,99.96510504,
Family Planning Annual Visit,FP-Male Annual Visit-LCHD,2,0.000103546,99.96520859,
General Note,Phone Encounter,2,0.000103546,99.96531213,
Progress Note,FC SI INJECTION B,2,0.000103546,99.96541568,
Progress Note,Jessica- pill count,2,0.000103546,99.96551922,
H&P Note,'23 SHC H-P New Pt Cons-Eval,2,0.000103546,99.96562277,
Nurses Note,Phone Encounter NCHD,2,0.000103546,99.96572631,
Admit Note,BF - WCC 2 month visit,2,0.000103546,99.96582986,
Progress Note,Kidney Stones,2,0.000103546,99.96593341,
STD Note,Phone Encounter,2,0.000103546,99.96603695,
Progress Note,EPDS,2,0.000103546,99.9661405,
Speech Assessment,CSE and Motor Speech,2,0.000103546,99.96624404,
Progress Note,MCR Annual Wellness Visit,2,0.000103546,99.96634759,
Speech Assessment,CSE HNC,2,0.000103546,99.96645114,
Admit Note,BF - WCC 12 month visit,2,0.000103546,99.96655468,
Progress Note,MH Maternal Health History,2,0.000103546,99.96665823,
Nurse Progress Note,DEV PCM Post Natal Assess TZ,2,0.000103546,99.96676177,
Telehealth,Nutritional Counseling MNT,2,0.000103546,99.96686532,
Telehealth,Hospital Follow Up,2,0.000103546,99.96696887,
H&P Note,FP - IUD Insertion,2,0.000103546,99.96707241,
Progress Note,MH - MNT,2,0.000103546,99.96717596,
Psychology Assessment,Psych- Feedback Note,2,0.000103546,99.9672795,
Nurse Progress Note,FP Emergency Contraception,2,0.000103546,99.96738305,
H&P Note,Emergency Contraception,2,0.000103546,99.96748659,
Progress Note,Immigration Exam,2,0.000103546,99.96759014,
Progress Note,MH  MNT,2,0.000103546,99.96769369,
SW Note,HB Postpartum Assessment,2,0.000103546,99.96779723,
H&P Note,Annual Wellness Visit,2,0.000103546,99.96790078,
SW Note,HB Discharge Record,2,0.000103546,99.96800432,
Psychology Assessment,Psych-Contact Note,2,0.000103546,99.96810787,
TB Follow Up,MEDICATION ENCOUNTER,2,0.000103546,99.96821142,
Progress Note,KR Test,2,0.000103546,99.96831496,
Insulin Pick Up,General Nurse Note,2,0.000103546,99.96841851,
Letter,Blank Letterhead,2,0.000103546,99.96852205,
Progress Note,zzMH History Pt A/B - HC,2,0.000103546,99.9686256,
Progress Note,Red Mountain Office Visit,2,0.000103546,99.96872915,
BF 15 Month Visit,BF - 15 Month Visit - Clay,2,0.000103546,99.96883269,
Admit Note,CD - Blank,2,0.000103546,99.96893624,
TB Epi,TB Epidemiological- Provider,2,0.000103546,99.96903978,
BH Office Visit,BH Suicide Risk,2,0.000103546,99.96914333,
MH FLOW,Phone Encounter,2,0.000103546,99.96924687,
Progress Note,zzMat-HR Social Work Assess,2,0.000103546,99.96935042,
MH Intake,MESH FQHC,2,0.000103546,99.96945397,
Primary Care,Phone Encounter,2,0.000103546,99.96955751,
Admit Note,BF - WCC 7 year Visit,2,0.000103546,99.96966106,
BCCCP,Primary Care Visit,2,0.000103546,99.9697646,
Progress Note,Phone Triage GVPH,2,0.000103546,99.96986815,
Admit Note,CD - TB Screening,2,0.000103546,99.9699717,
MH Intake,ACOG RECORD,2,0.000103546,99.97007524,
Intake Note,Intake Note,2,0.000103546,99.97017879,
Progress Note,Pregnancy Diagnosis,2,0.000103546,99.97028233,
Progress Note,zzLabor and Delivery,2,0.000103546,99.97038588,
BH Note,BH Initial Evaluation,2,0.000103546,99.97048943,
Progress Note,"zzAdult Wellness Hx, ROS",2,0.000103546,99.97059297,
VLab Report ,Rgt Uppr Extre Arterial Duplex,2,0.000103546,99.97069652,
BF NOTE,CH - Bright Future Form Visit,2,0.000103546,99.97080006,
Progress Note,zzCH -Child Health Questionnai,2,0.000103546,99.97090361,
Admit Note,CCHD PP Gestational Diabetes,2,0.000103546,99.97100715,
Phone Encounter,ZZ-Brief Note - CoCM,2,0.000103546,99.9711107,
Progress Note,Prostatitis,2,0.000103546,99.97121425,
Progress Note,Psych Assessment,2,0.000103546,99.97131779,
Phone Encounter,Prescription,2,0.000103546,99.97142134,
Progress Note,zzGen Lab Only,2,0.000103546,99.97152488,
Progress Note,RCPH FP Male Limited Visit,2,0.000103546,99.97162843,
L & D Note,MH - 5 Labor and Delivery Note,2,0.000103546,99.97173198,
Progress Note,Phone Encounter Dr.Hamad,2,0.000103546,99.97183552,
Progress Note,RCPH Pregnancy Checklist,2,0.000103546,99.97193907,
Progress Note,zzNew Maternity Intake RN Only,2,0.000103546,99.97204261,
Progress Note,Cellulitis,2,0.000103546,99.97214616,
Adult Health,CC-OMH Return Visit,2,0.000103546,99.97224971,
Child Health,CH-BF Well Child 12 Months,2,0.000103546,99.97235325,
H&P Note,z Test template,2,0.000103546,99.9724568,
Progress Note,Orthopedic - Flow Sheet,2,0.000103546,99.97256034,
Progress Note,GC - Lab Only,2,0.000103546,99.97266389,
Child Health,CH-BF Well Child 2 Month,2,0.000103546,99.97276743,
Progress Note,OBCM Note,2,0.000103546,99.97287098,
Procedure,Jessica Right Knee- No Meds,2,0.000103546,99.97297453,
H&P Note,Tobacco Cessation Assessment,2,0.000103546,99.97307807,
H&P Note,Tett1,2,0.000103546,99.97318162,
Progress Note,z-FP Female Self Hx - 4060F,2,0.000103546,99.97328516,
VLab Report ,CVS Office Note,2,0.000103546,99.97338871,
Combination Services,Phone Encounter,2,0.000103546,99.97349226,
Progress Note,Covid Screening,2,0.000103546,99.9735958,
Admit Note,BF - WCC 4 year Visit,2,0.000103546,99.97369935,
Progress Note,zzz-TB Epi F/U Pt2,2,0.000103546,99.97380289,
Procedure,Jessica Left knee- meds,2,0.000103546,99.97390644,
CH History,CH History Update,2,0.000103546,99.97400998,
TB Epidemiology Record,TB Epidemiological Record Pt2,2,0.000103546,99.97411353,
Progress Note,zzNexplanon Removal,2,0.000103546,99.97421708,
Progress Note,zzSR WIC,2,0.000103546,99.97432062,
Progress Note,FP Male Treatment Visit,2,0.000103546,99.97442417,
Procedure,Jessica Bilat Knee - No Meds,2,0.000103546,99.97452771,
Procedure,Jessica Left Shoulder- meds,2,0.000103546,99.97463126,
Behavior Health,Psych-Contact Note,2,0.000103546,99.97473481,
Progress Note,FP Male Physical Form,2,0.000103546,99.97483835,
Progress Note,Palpitations,2,0.000103546,99.9749419,
Behavioral Health Services Screen,CCHD Behav. Health Serv. Scree,2,0.000103546,99.97504544,
Admit Note,BF - WCC 9 month visit,2,0.000103546,99.97514899,
STD Note,CD Visit-Testing and Screening,1,5.18E-05,99.97520076,
Admit Note,DOT Exam,1,5.18E-05,99.97525254,
TB Epidemiology Record,TB Client Search,1,5.18E-05,99.97530431,
test,Annual Visit,1,5.18E-05,99.97535608,
STD Note,STI Testing Form TEST,1,5.18E-05,99.97540785,
TB Epidemiology Record,DEV TB Risk Assessment TZ,1,5.18E-05,99.97545963,
Admit Note,EHC Statement to Employee,1,5.18E-05,99.9755114,
TB Notes,TB Inbound Call,1,5.18E-05,99.97556317,
Admit Note,FP-EC Nurse Treatment Only,1,5.18E-05,99.97561495,
SW Note,HB Pregnant Service Log,1,5.18E-05,99.97566672,
TB,Drop In,1,5.18E-05,99.97571849,
Surgical Note,Phone Encounter Dr.Malik,1,5.18E-05,99.97577026,
TB,TB Epi F/U Pt2,1,5.18E-05,99.97582204,
TB,TB Epidemiological- Nurse,1,5.18E-05,99.97587381,
TB,TB Epidemiological- Provider,1,5.18E-05,99.97592558,
Surgery Note,Surgery - Hernia,1,5.18E-05,99.97597736,
TB,TB Monitoring Flow Sheet- LCHD,1,5.18E-05,99.97602913,
TB Epidemiology Record,TB Monthly LTBI Med Pickups,1,5.18E-05,99.9760809,
Admit Note,BF - WCC 8 yr visit,1,5.18E-05,99.97613268,
Surgery Note,CP - HandP,1,5.18E-05,99.97618445,
TB Epi,TB Drug Record,1,5.18E-05,99.97623622,
mat,MH New OB Interview RPM,1,5.18E-05,99.97628799,
Speech Language Therapy,Misc Note,1,5.18E-05,99.97633977,
Speech Assessment,SOAP,1,5.18E-05,99.97639154,
TB Notes,TB Client Search,1,5.18E-05,99.97644331,
TB Notes,TB Epidemiological Record,1,5.18E-05,99.97649509,
Speech Assessment,Language / Motor Speech Eval,1,5.18E-05,99.97654686,
Womens Health Exam,CCHD Women's Health Exam,1,5.18E-05,99.97659863,
Speech Assessment,Cognition ABCD2,1,5.18E-05,99.9766504,
Admit Note,BF - WCC 6 Year Visit,1,5.18E-05,99.97670218,
Admit Note,Deposition Billing,1,5.18E-05,99.97675395,
Admit Note,BF - WCC 6 Month Visit,1,5.18E-05,99.97680572,
School Physical Exam,FP 4060M - Male Health Hx,1,5.18E-05,99.9768575,
Admit Note,EHC Physcal Examination Report,1,5.18E-05,99.97690927,
Progress Note,test Note,1,5.18E-05,99.97696104,
Admit Note,DEV Refugee Visit,1,5.18E-05,99.97701282,
SSP,JCH Provider Note,1,5.18E-05,99.97706459,
Admit Note,CPC OUD New patient note,1,5.18E-05,99.97711636,
Progress Note,zzWIC KW,1,5.18E-05,99.97716813,
Progress Note,ZZZ WIC Assessment,1,5.18E-05,99.97721991,
Progress Note,zzkw maternity note,1,5.18E-05,99.97727168,
Progress Note,zzz FP 4060F -  Health Hx BCHD,1,5.18E-05,99.97732345,
Admit Note,ACUTE CARE VISIT.HCDPH,1,5.18E-05,99.97737523,
Admit Note,AFP Only,1,5.18E-05,99.977427,
Progress Note,zzzCCNC SP,1,5.18E-05,99.97747877,
Admit Note,CCHD PN Nurse Intake and US,1,5.18E-05,99.97753054,
Admit Note,CCHD Hepatitis C Initial Visit,1,5.18E-05,99.97758232,
VLab Report ,Carotid Duplex Demo,1,5.18E-05,99.97763409,
Admit Note,CCHD FP MALE ANNUAL/NEW,1,5.18E-05,99.97768586,
Admit Note,ASA Patient Progress Note,1,5.18E-05,99.97773764,
Progress Note,zzzMH-Provider Maternal Flow,1,5.18E-05,99.97778941,
Progress Note,zzzNew Maternity Update,1,5.18E-05,99.97784118,
Progress Note,zzzzzBF-Well Child 11-14yrs,1,5.18E-05,99.97789296,
Progress Note,zzzzzFP Annual / PP Visit,1,5.18E-05,99.97794473,
Progress Note,ZZZ-PC-Well Women Exam,1,5.18E-05,99.9779965,
Progress Note,zzMH-Prenatal MNT,1,5.18E-05,99.97804827,
Admission Note,FP IUD Removal,1,5.18E-05,99.97810005,
Progress Note,zzAdult Care Clinic,1,5.18E-05,99.97815182,
Admit Note,CO - C-19 Pfz Vaccine-2ND DOSE,1,5.18E-05,99.97820359,
Admit Note,CH Bright Future 9 Month Visit,1,5.18E-05,99.97825537,
Admit Note,CH -Child Health Questionnaire,1,5.18E-05,99.97830714,
Progress Note,zBCCCP-Cervical Screen Data,1,5.18E-05,99.97835891,
Progress Note,zNexplanon Insertion,1,5.18E-05,99.97841068,
Admit Note,CD - STD Test Results,1,5.18E-05,99.97846246,
Progress Note,zz-Positive Pregnancy ,1,5.18E-05,99.97851423,
Progress Note,a CPC New Patient,1,5.18E-05,99.978566,
Progress Note,zzMH-Moderate High Risk Referr,1,5.18E-05,99.97861778,
VLab Report ,Splenic,1,5.18E-05,99.97866955,
Progress Note,ZZZZ TB Epi Record,1,5.18E-05,99.97872132,
Progress Note,zzMH Education - HC,1,5.18E-05,99.9787731,
Progress Note,zzMH Lead Risk Q's- HC,1,5.18E-05,99.97882487,
Admin Note,Lab Only,1,5.18E-05,99.97887664,
Progress Note,ZZZFP Female Flow 2814F,1,5.18E-05,99.97892841,
Admit Note,CP Vaccine Home Visit Draft,1,5.18E-05,99.97898019,
Progress Note,zzzzzzBF-Well Child 18 Months,1,5.18E-05,99.97903196,
Progress Note,ZZZ CH - Initial Health Quest.,1,5.18E-05,99.97908373,
Admin Note,BH Phone Note,1,5.18E-05,99.97913551,
Progress Note,ZPositive Pregnancy Test Note,1,5.18E-05,99.97918728,
Admit Note,Blood Lead Note,1,5.18E-05,99.97923905,
Progress Note,ZSexually Transmitted Diseases,1,5.18E-05,99.97929082,
TB questionaire,TB Screening Form ,1,5.18E-05,99.9793426,
Admit Note,Chris Note Test ,1,5.18E-05,99.97939437,
Admit Note,BF - WCC 15-17yr Visit,1,5.18E-05,99.97944614,
Progress Note,ZSCHD Home Visit - Postnatal,1,5.18E-05,99.97949792,
Progress Note,ZSCHD Home Visit - Newborn,1,5.18E-05,99.97954969,
Progress Note,ZMaternal Initial Physical Exa,1,5.18E-05,99.97960146,
Psychology,PPN Dr. Schara,1,5.18E-05,99.97965324,
Admit Note,BF - WCC 18 month visit,1,5.18E-05,99.97970501,
ReEvaluation,'23 SHC Neuro Re-Eval - Trmts,1,5.18E-05,99.97975678,
Progress Note,ZMNT,1,5.18E-05,99.97980855,
TB Template,TB Skin Test,1,5.18E-05,99.97986033,
TB Skin Test,Imm-TST,1,5.18E-05,99.9799121,
Admit Note,Custom Form Data Check,1,5.18E-05,99.97996387,
Admit Note,DEV MCPH Note Template Style,1,5.18E-05,99.98001565,
Telehealth,Covid 19,1,5.18E-05,99.98006742,
Admit Note,BF - WCC 15 month visit,1,5.18E-05,99.98011919,
Well Child Check,CH Physical 18 Months Old,1,5.18E-05,99.98017096,
Unable to reach,Phone Encounter,1,5.18E-05,99.98022274,
Well Child Check,CH Physical 2 Months Old,1,5.18E-05,99.98027451,
Provider Progress Note,DEV BCCCP Provider Visit TZ,1,5.18E-05,99.98032628,
Provider Progress Note,DEV FP Provider Female Annual,1,5.18E-05,99.98037806,
Progress Note,ZZZ - FP-IUD Check,1,5.18E-05,99.98042983,
Provider Progress Note,DEV IUD Removal TZ,1,5.18E-05,99.9804816,
Admit Note,BCCCP Patient Navigation CNACP,1,5.18E-05,99.98053338,
Unable to reach,Test,1,5.18E-05,99.98058515,
Admit Note,BF - WCC 1 month visit,1,5.18E-05,99.98063692,
Progress Note,ZZ-Carrboro Family Medicine,1,5.18E-05,99.98068869,
Progress Note,ZZModerate High Risk Referral,1,5.18E-05,99.98074047,
Progress Note,wolfe,1,5.18E-05,99.98079224,
Well Child Check,CH Physical 4 Months Old,1,5.18E-05,99.98084401,
Admit Note,BF - WCC 11-14yr Visit,1,5.18E-05,99.98089579,
Progress Note,ZZInfluenza Vaccine Form GHA,1,5.18E-05,99.98094756,
Psychology,No Show BP,1,5.18E-05,99.98099933,
Progress Note,ZZ-FP Female Flow 2814F,1,5.18E-05,99.9810511,
Admit Note,BF - WCC 4 month Visit,1,5.18E-05,99.98110288,
Progress Note,BF 3 YO Visit,1,5.18E-05,99.98115465,
Admit Note,Gestational Diabetes Note,1,5.18E-05,99.98120642,
Progress Note,FP FAMILY PLANNING PROBLEM,1,5.18E-05,99.9812582,
Maternity Visit,zMH- Flow Sheet,1,5.18E-05,99.98130997,
